,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_modif_prod,date_renewal,contract_months_left,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,churn
6914,13603,0,0,2009-12-14,2016-12-14,2015-10-30,2015-12-16,84,2009.98,0,0.0,9.47,0.144058,0.0,44.31137796,No,0.0,2.78,2.78,1,163.22,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.35,Stayed
6915,21909,232669,0,2013-03-13,2016-03-13,2013-03-13,2015-03-16,36,322.01,0,0.0,15.78,0.14588399999999999,0.0,44.31137796,Yes,0.0,31.64,31.64,2,32.26,3,lxidpiddsbxsbosboudacockeimpuepw,13.856,Stayed
6916,233473,0,19435,2009-11-11,2016-11-11,2009-11-11,2015-11-12,84,10245.86,8917,0.0,132.14,0.110955,0.095842,40.606701,No,835.22,1.38,1.38,1,707.43,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,61.98,Churned
6917,29492,0,0,2012-07-17,2016-08-05,2014-08-05,2015-08-06,49,561.79,0,0.0,15.98,0.144902,0.0,44.31137796,No,0.0,16.44,16.44,1,52.8,4,ldkssxwpmemidmecebumciepifcamkci,13.856,Stayed
6918,3771,0,0,2010-08-24,2016-08-24,2010-08-24,2015-08-25,72,560.81,0,0.0,0.0,0.144902,0.0,44.31137796,No,0.0,17.82,17.82,1,51.03,5,lxidpiddsbxsbosboudacockeimpuepw,15.0,Stayed
6919,584109,0,52622,2009-09-09,2016-09-09,2009-09-09,2015-09-10,84,2789.78,0,0.0,16.64,0.142819,0.0,44.31137796,No,0.0,11.95,11.95,1,211.29,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,Stayed
6920,8524,0,0,2011-07-13,2016-07-13,2011-07-13,2015-07-14,60,849.12,0,0.0,24.12,0.16695,0.08969500000000001,44.31137796,No,0.0,14.64,14.64,1,112.38,5,lxidpiddsbxsbosboudacockeimpuepw,10.392000000000001,Stayed
6921,0,0,0,2008-11-14,2016-12-31,2008-11-14,2016-01-01,97,0.0,0,0.0,391.74,0.092453,0.086393,59.17346796,No,0.0,0.12,0.12,1,0.0,7,ldkssxwpmemidmecebumciepifcamkci,65.0,Stayed
6922,17404,0,1824,2005-08-16,2016-03-04,2014-03-04,2015-03-09,127,1833.98,1824,0.0,131.4,0.114586,0.097701,40.606701,No,179.52,30.96,30.96,1,200.03,10,ldkssxwpmemidmecebumciepifcamkci,20.7,Stayed
6923,6510,0,0,2012-05-09,2016-05-09,2012-05-09,2015-05-11,48,978.24,0,0.0,18.27,0.14571099999999998,0.0,44.31137796,No,0.0,24.42,24.42,1,98.32,4,lxidpiddsbxsbosboudacockeimpuepw,13.2,Stayed
6924,23483,3339,1752,2013-04-11,2016-04-11,2015-04-15,2015-04-13,36,2431.83,1752,0.0,128.53,0.11576099999999999,0.09941900000000001,40.606701,Yes,172.29,20.88,20.88,2,297.08,3,lxidpiddsbxsbosboudacockeimpuepw,17.320999999999998,Stayed
6925,6396,0,0,2011-09-20,2016-09-20,2015-07-11,2015-09-25,60,446.18,0,0.0,15.29,0.141434,0.0,44.31137796,No,0.0,13.4,13.4,1,37.66,4,lxidpiddsbxsbosboudacockeimpuepw,13.85,Stayed
6926,16263,100292,542,2009-11-04,2016-11-04,2009-11-04,2015-11-05,84,0.0,0,0.0,132.84,0.11523699999999999,0.100123,41.27136420000001,Yes,0.0,74.16,74.16,4,0.27,6,ldkssxwpmemidmecebumciepifcamkci,29.7,Churned
6927,7437,0,1769,2011-07-28,2016-07-28,2011-07-28,2015-07-29,60,768.93,1769,0.0,161.94,0.115174,0.098837,40.606701,No,178.17,22.31,22.31,1,74.16,5,ldkssxwpmemidmecebumciepifcamkci,16.5,Stayed
6928,8610,346539,0,2009-10-13,2016-10-13,2009-10-13,2015-10-14,84,1293.58,0,0.0,19.23,0.146348,0.0,45.30837756,Yes,0.0,19.56,19.56,2,121.42,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,Stayed
6929,0,0,0,2009-11-02,2016-11-02,2009-11-02,2015-11-04,84,0.0,0,0.0,20.93,0.146348,0.0,46.30537836,No,0.0,26.73,26.73,1,1.2,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,Stayed
6930,2248967,0,192203,2013-05-01,2016-05-01,2013-05-01,2015-05-02,36,103801.93,102711,0.0,359.25,0.09502200000000001,0.086748,58.99595196,No,8349.32,23.19,23.19,1,5625.14,3,lxidpiddsbxsbosboudacockeimpuepw,305.0,Stayed
6931,901074,0,31128,2012-05-11,2016-05-11,2012-05-11,2015-05-14,48,18.25,0,0.0,144.66,0.11690999999999999,0.10057200000000001,40.606701,No,0.0,47.88,47.88,1,2.56,4,lxidpiddsbxsbosboudacockeimpuepw,26.4,Stayed
6932,20610,0,4265,2012-11-26,2016-11-26,2014-09-18,2015-11-27,48,2106.31,2953,0.0,18.37,0.14463099999999998,0.0,44.31137796,No,430.8,6.45,6.45,1,179.78,3,lxidpiddsbxsbosboudacockeimpuepw,13.856,Stayed
6933,1483590,0,204152,2012-02-01,2016-02-01,2012-02-01,2015-02-02,48,1746.46,1368,0.0,129.61,0.11863599999999999,0.10175,40.606701,No,146.86,28.44,28.44,1,210.46,4,lxidpiddsbxsbosboudacockeimpuepw,19.0,Stayed
6934,22486,0,0,2007-01-29,2017-01-03,2007-01-29,2016-01-04,120,0.0,0,0.0,0.0,0.0006,0.0,0.0,No,0.0,29.76,29.76,1,292.72,9,lxidpiddsbxsbosboudacockeimpuepw,13.2,Stayed
6935,43660,0,0,2009-07-06,2016-07-06,2015-06-17,2015-07-09,84,3472.52,0,0.0,120.78,0.114604,0.098262,40.606701,No,0.0,22.92,22.92,1,403.58,7,ldkssxwpmemidmecebumciepifcamkci,29.7,Stayed
6936,24767,0,4716,2012-04-11,2016-04-11,2015-08-04,2015-04-12,48,2601.43,4716,0.0,150.59,0.115174,0.098837,40.606701,No,478.84,18.08,18.08,1,280.54,4,lxidpiddsbxsbosboudacockeimpuepw,15.01,Stayed
6937,36301,0,4972,2009-08-01,2016-08-01,2015-07-11,2015-08-02,84,1453.62,1265,0.0,133.33,0.114025,0.097683,40.606701,No,120.17,36.36,36.36,1,156.52,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,41.5,Stayed
6938,20463,0,4094,2005-06-03,2016-06-03,2005-06-03,2015-06-08,132,2110.34,4094,0.0,143.33,0.115174,0.098837,40.606701,No,409.67,17.52,17.52,1,207.56,11,ldkssxwpmemidmecebumciepifcamkci,16.5,Stayed
6939,63539,0,5263,2012-01-24,2017-01-24,2012-01-24,2016-01-25,60,6357.48,5263,0.0,129.6,0.1169,0.10001499999999999,40.606701,No,517.27,19.32,19.32,1,662.17,4,lxidpiddsbxsbosboudacockeimpuepw,19.398,Stayed
6940,149936,0,14947,2010-01-22,2017-01-22,2015-12-16,2016-01-24,84,14937.49,14947,0.0,142.61,0.111123,0.094233,40.606701,No,1424.73,0.24,0.24,1,1039.53,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,100.0,Stayed
6941,93143,25789,9406,2009-07-30,2016-07-30,2009-07-30,2015-07-31,84,5052.97,3581,0.0,359.25,0.115174,0.098837,40.606701,Yes,356.56,61.73,61.73,2,532.7,7,lxidpiddsbxsbosboudacockeimpuepw,80.0,Stayed
6942,4247,15114,0,2010-04-07,2016-04-07,2010-04-07,2015-04-08,72,643.54,0,0.0,17.4,0.14669400000000002,0.0,44.31137796,Yes,0.0,27.32,27.32,2,61.19,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,Stayed
6943,12104,0,2036,2012-06-12,2016-04-14,2014-04-14,2015-04-15,46,1211.62,2036,0.0,120.47,0.114586,0.097701,40.606701,No,197.43,32.48,32.48,1,147.79,4,lxidpiddsbxsbosboudacockeimpuepw,20.0,Stayed
6944,22284,0,0,2012-05-28,2016-05-28,2012-05-28,2015-05-31,48,303.42,0,0.0,18.57,0.144902,0.0,44.31137796,No,0.0,20.43,20.43,1,28.76,4,lxidpiddsbxsbosboudacockeimpuepw,11.085,Stayed
6945,29686,91812,1864,2009-12-22,2016-12-22,2014-11-17,2015-12-23,84,2867.79,1864,0.0,144.22,0.11523699999999999,0.100123,40.606701,Yes,174.98,0.66,0.66,2,351.27,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,15.1,Stayed
6946,9714,235315,1288,2011-09-14,2016-09-14,2015-08-27,2015-09-15,60,1038.01,1288,0.0,146.89,0.11535999999999999,0.100243,40.9390266,Yes,133.23,25.18,25.18,2,121.86,4,lxidpiddsbxsbosboudacockeimpuepw,19.8,Churned
6947,4470,2775,0,2013-02-25,2016-02-25,2015-02-05,2015-02-26,36,845.25,0,0.0,17.57,0.195964,0.0,44.31137796,Yes,0.0,0.12,293.28,3,285.64,3,lxidpiddsbxsbosboudacockeimpuepw,13.2,Stayed
6948,12840,0,1286,2009-11-24,2016-11-24,2015-05-24,2015-11-25,84,1367.29,1286,0.0,135.22,0.11523699999999999,0.100123,40.606701,No,128.23,13.68,13.68,1,139.89,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,43.45,Stayed
6949,62263,0,5024,2010-10-05,2016-10-05,2010-10-05,2015-10-12,72,6284.04,5024,0.0,116.82,0.114658,0.09954500000000001,40.606701,No,489.65,3.2,3.2,1,667.04,5,lxidpiddsbxsbosboudacockeimpuepw,19.0,Stayed
6950,2708,0,73,2012-05-16,2016-08-26,2015-08-26,2014-09-19,51,259.35,73,0.0,131.43,0.114604,0.098262,40.606701,No,6.91,23.47,23.47,1,29.04,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,17.320999999999998,Stayed
6951,7609,0,636,2012-08-03,2016-12-18,2014-12-18,2015-12-21,52,1051.76,636,24.0,144.04,0.145677,0.125383,41.437525799999996,No,85.86,43.94,43.94,1,62.58,3,lxidpiddsbxsbosboudacockeimpuepw,17.32,Stayed
6952,55544,14323,0,2010-10-13,2016-10-13,2015-09-19,2015-10-14,72,2147.7,0,0.0,121.1,0.114782,0.099665,40.606701,Yes,0.0,7.76,7.76,2,272.95,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,23.1,Stayed
6953,15725,0,1181,2005-11-25,2016-11-25,2015-05-24,2015-11-26,132,1622.84,1181,0.0,132.47,0.11523699999999999,0.100123,40.606701,No,119.82,3.3,3.3,1,187.75,10,ldkssxwpmemidmecebumciepifcamkci,17.25,Stayed
6954,121714,0,8772,2010-12-14,2016-10-12,2010-12-14,2015-10-13,70,963.26,0,0.0,0.0,0.140621,0.0,44.31137796,No,0.0,10.36,10.36,1,71.32,5,lxidpiddsbxsbosboudacockeimpuepw,13.85,Stayed
6955,7534,17385,0,2011-12-10,2016-12-10,2015-05-24,2015-12-11,60,756.89,0,0.0,118.95,0.11650899999999999,0.101397,40.9390266,Yes,0.0,29.8,29.8,3,113.67,4,lxidpiddsbxsbosboudacockeimpuepw,28.6,Stayed
6956,34398,0,372,2012-06-15,2016-07-07,2014-07-07,2015-07-09,49,709.47,0,0.0,16.78,0.144906,0.0,44.31137796,No,0.0,19.48,19.48,1,67.94,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,Stayed
6957,2199,0,0,2012-08-10,2016-09-02,2014-09-02,2015-09-03,49,327.19,0,0.0,18.37,0.144902,0.0,44.31137796,No,0.0,10.08,10.08,1,30.69,3,lxidpiddsbxsbosboudacockeimpuepw,10.392000000000001,Stayed
6958,13626,76652,0,2011-12-05,2016-12-05,2015-11-01,2015-12-06,60,68.59,0,0.0,9.26,0.164197,0.085553,46.30537836,Yes,0.0,28.54,28.54,3,4.32,4,lxidpiddsbxsbosboudacockeimpuepw,14.49,Stayed
6959,1930,0,142,2012-06-09,2016-10-18,2013-11-08,2015-10-19,52,288.79,142,0.0,128.9,0.14571099999999998,0.0,44.31137796,No,20.78,7.8,7.8,1,29.99,4,lxidpiddsbxsbosboudacockeimpuepw,10.392000000000001,Stayed
6960,37727,0,3444,2011-12-12,2016-12-11,2014-11-17,2015-12-14,60,3182.61,2635,0.0,127.23,0.11523699999999999,0.100123,40.606701,No,275.48,0.819999999999999,0.819999999999999,2,357.04,4,lxidpiddsbxsbosboudacockeimpuepw,19.72,Stayed
6961,1225,0,201,2011-09-01,2016-08-31,2015-06-16,2015-09-01,59,179.65,201,0.0,16.56,0.14166600000000001,0.0,44.31137796,No,28.85,12.36,12.36,1,16.13,4,lxidpiddsbxsbosboudacockeimpuepw,10.392000000000001,Stayed
6962,17742,66976,0,2012-06-08,2016-06-08,2012-06-08,2015-06-23,48,327.76,0,0.0,16.71,0.14571099999999998,0.0,44.31137796,Yes,0.0,22.52,22.52,2,30.93,4,ldkssxwpmemidmecebumciepifcamkci,13.856,Stayed
6963,14318,393,0,2011-08-19,2016-08-19,2015-07-11,2015-08-20,60,1434.46,0,0.0,121.16,0.114603,0.098261,40.606701,Yes,0.0,12.36,12.36,2,182.66,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,19.8,Stayed
6964,467953,0,32288,2012-05-21,2016-05-21,2012-05-21,2015-05-29,48,1484.04,0,0.0,19.85,0.14571099999999998,0.0,44.31137796,No,0.0,24.6,24.6,1,149.64,4,lxidpiddsbxsbosboudacockeimpuepw,13.32,Stayed
6965,1462,1098,0,2012-02-25,2016-02-25,2012-02-25,2015-02-26,48,221.04,0,0.0,13.53,0.14669400000000002,0.0,44.31137796,Yes,0.0,25.56,25.56,3,23.57,4,lxidpiddsbxsbosboudacockeimpuepw,10.2,Churned
6966,30431,0,43,2012-10-16,2016-10-15,2012-10-16,2015-10-16,48,1811.49,43,0.0,15.9,0.165022,0.08638,44.31137796,No,4.85,6.92,6.92,1,133.13,3,ldkssxwpmemidmecebumciepifcamkci,10.392000000000001,Stayed
6967,7228,0,0,2013-06-10,2016-06-10,2013-07-15,2015-06-23,36,885.06,0,0.0,36.8,0.16695,0.08969500000000001,44.31137796,No,0.0,21.52,21.52,1,88.26,3,ldkssxwpmemidmecebumciepifcamkci,13.2,Stayed
6968,12481,0,0,2013-01-28,2016-01-28,2013-01-28,2015-02-09,36,218.98,0,0.0,144.05,0.120372,0.103487,40.606701,No,0.0,43.32,43.32,1,26.03,3,lxidpiddsbxsbosboudacockeimpuepw,17.32,Churned
6969,2775,5416,0,2011-06-23,2016-06-23,2011-06-23,2015-06-26,60,63.04,0,0.0,18.1,0.16695,0.08969500000000001,44.31137796,Yes,0.0,16.92,16.92,3,6.0,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392000000000001,Churned
6970,25612,9634,0,2012-07-20,2016-07-20,2015-06-21,2015-07-23,48,2612.72,0,0.0,118.24,0.11576099999999999,0.09941900000000001,40.606701,Yes,0.0,19.31,19.31,2,369.38,4,lxidpiddsbxsbosboudacockeimpuepw,25.096999999999998,Stayed
6971,37372,0,2225,2012-05-31,2016-05-16,2014-05-16,2015-05-23,48,5638.26,2225,0.0,0.0,0.142065,0.0,44.31137796,No,209.54,25.7,25.7,1,398.48,4,ldkssxwpmemidmecebumciepifcamkci,13.856,Stayed
6972,7592,0,1557,2011-11-11,2016-11-11,2011-11-11,2015-11-12,60,1127.81,1557,0.0,15.83,0.147506,0.0,45.30837756,No,231.84,16.92,16.92,1,121.14,4,lxidpiddsbxsbosboudacockeimpuepw,13.2,Churned
6973,2319196,200558,311907,2010-02-01,2016-03-24,2010-02-01,2015-03-25,73,3062.15,0,0.0,19.26,0.16405799999999998,0.086163,44.31137796,Yes,0.0,27.14,27.14,2,238.11,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,Stayed
6974,93,0,0,2009-07-13,2016-07-13,2015-05-23,2015-07-14,84,13.66,0,0.0,23.3,0.14317,0.0,44.31137796,No,0.0,16.06,16.06,1,1.14,7,ldkssxwpmemidmecebumciepifcamkci,11.4,Churned
6975,7814,0,1479,2011-05-05,2016-05-05,2011-05-05,2015-05-06,60,1170.88,1479,0.0,18.62,0.14571099999999998,0.0,44.31137796,No,218.07,24.42,24.42,1,117.3,5,lxidpiddsbxsbosboudacockeimpuepw,13.2,Stayed
6976,32573,19090,0,2011-06-02,2016-06-02,2011-06-02,2015-06-23,60,4258.28,0,0.0,12.56,0.16463699999999998,0.087381,44.31137796,Yes,0.0,20.2,20.2,2,346.48,5,lxidpiddsbxsbosboudacockeimpuepw,13.856,Stayed
6977,44551,0,3529,2011-08-26,2016-08-26,2015-07-11,2015-08-27,60,191.65,161,0.0,131.82,0.114603,0.098261,40.606701,No,15.47,23.64,23.64,1,22.75,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,21.0,Stayed
6978,22592,0,4724,2009-12-04,2017-01-04,2015-11-18,2016-01-05,85,2681.3,4724,0.0,16.28,0.160012,0.08211399999999999,44.31137796,No,548.56,33.84,33.84,1,211.06,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,15.0,Stayed
6979,12254,0,0,2012-02-02,2016-02-27,2015-12-17,2015-03-09,48,2263.02,0,28.0,19.68,0.18618800000000002,0.0,45.80687796,No,0.0,39.48,39.48,1,206.53,4,lxidpiddsbxsbosboudacockeimpuepw,13.15,Stayed
6980,14197,0,0,2012-09-20,2016-09-20,2012-09-20,2015-09-25,48,2090.01,0,0.0,0.0,0.14316600000000002,0.0,44.31137796,No,0.0,12.98,12.98,1,174.01,3,lxidpiddsbxsbosboudacockeimpuepw,15.0,Stayed
6981,0,0,0,2010-04-06,2016-04-06,2010-04-06,2015-04-08,72,0.0,0,0.0,26.55,0.165794,0.087899,44.31137796,Yes,0.0,22.76,22.76,4,0.0,6,lxidpiddsbxsbosboudacockeimpuepw,11.0,Stayed
6982,117643,0,10873,2010-01-07,2016-03-07,2013-12-03,2015-03-09,74,5464.33,5549,0.0,141.8,0.1169,0.10001499999999999,40.606701,No,518.57,26.4,26.4,1,627.05,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,26.4,Stayed
6983,15110,0,0,2012-03-12,2016-03-12,2012-03-12,2015-03-13,48,2246.38,0,0.0,18.37,0.144149,0.0,44.31137796,No,0.0,27.03,27.03,1,212.27,4,lxidpiddsbxsbosboudacockeimpuepw,13.15,Stayed
6984,13461,0,840,2010-11-15,2016-11-15,2015-05-24,2015-11-16,72,1435.48,840,0.0,148.18,0.11523699999999999,0.100123,40.606701,No,83.0,5.19,5.19,1,163.11,5,lxidpiddsbxsbosboudacockeimpuepw,16.5,Stayed
6985,17235,0,0,2012-07-12,2016-07-12,2015-05-23,2015-07-14,48,2502.36,0,0.0,16.86,0.141087,0.0,44.31137796,No,0.0,23.4,23.4,1,235.54,4,lxidpiddsbxsbosboudacockeimpuepw,10.39,Churned
6986,2109829,0,231626,2009-09-16,2016-03-14,2009-09-16,2015-03-16,78,10561.34,10335,0.0,26.26,0.16405799999999998,0.086163,44.31137796,No,1121.58,27.14,27.14,1,520.92,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,Stayed
6987,6517,0,356,2009-09-01,2016-09-01,2009-09-01,2015-09-02,84,641.0,356,0.0,131.05,0.115174,0.098837,40.606701,No,34.47,17.73,17.73,1,72.79,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,19.8,Stayed
6988,968233,0,68516,2011-12-13,2016-12-13,2011-12-13,2015-12-14,60,3051.85,3345,0.0,132.52,0.11523699999999999,0.100123,40.606701,No,307.63,1.2,1.2,1,402.01,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,26.4,Stayed
6989,8044,0,0,2011-08-24,2016-08-24,2015-11-24,2015-08-25,60,1204.21,0,0.0,16.26,0.14571099999999998,0.0,44.31137796,No,0.0,12.36,12.36,1,116.97,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392000000000001,Stayed
6990,99992,0,2861,2013-05-09,2016-05-09,2014-04-11,2015-05-11,36,8695.52,2861,0.0,169.87,0.114481,0.098142,40.606701,No,227.61,3.18,3.18,1,735.1,3,lxidpiddsbxsbosboudacockeimpuepw,50.0,Stayed
6991,18382,0,891,2012-06-01,2016-03-27,2012-06-01,2015-03-29,45,2238.66,0,0.0,114.91,0.143253,0.0,44.44470996,No,0.0,22.7,22.7,1,77.73,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,Stayed
6992,12273,0,0,2012-07-12,2016-08-04,2014-08-04,2015-08-06,49,1802.93,0,0.0,0.0,0.142819,0.0,44.31137796,No,0.0,11.04,11.04,1,143.36,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392000000000001,Stayed
6993,1015,0,0,2010-06-08,2016-06-08,2010-06-08,2015-06-14,72,152.42,0,0.0,15.1,0.14571099999999998,0.0,44.31137796,No,0.0,24.4,24.4,1,19.15,6,lxidpiddsbxsbosboudacockeimpuepw,15.0,Stayed
6994,17131,0,1401,2012-05-01,2016-05-01,2015-04-14,2015-05-02,48,619.9,0,0.0,0.0,0.142822,0.0,44.31137796,No,0.0,24.42,24.42,1,63.21,4,lxidpiddsbxsbosboudacockeimpuepw,13.2,Churned
6995,11102,0,1794,2009-11-23,2016-11-23,2015-10-31,2015-11-24,84,1163.52,1794,0.0,131.03,0.114667,0.099548,40.606701,No,180.51,7.56,7.56,1,124.82,6,ldkssxwpmemidmecebumciepifcamkci,24.15,Stayed
6996,5290,0,619,2010-11-22,2016-11-22,2014-09-18,2015-11-23,72,790.91,619,0.0,20.06,0.146348,0.0,45.80687796,No,91.62,22.89,22.89,1,76.24,5,lxidpiddsbxsbosboudacockeimpuepw,13.856,Stayed
6997,47802,0,4557,2011-05-03,2016-05-03,2015-04-29,2015-05-04,60,4905.9,4557,0.0,132.13,0.11518199999999999,0.098841,40.606701,No,457.41,44.07,44.07,1,580.16,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,41.5,Stayed
6998,2762,0,0,2011-09-03,2016-09-03,2015-07-12,2015-09-04,60,409.27,0,0.0,18.47,0.14166600000000001,0.0,44.31137796,No,0.0,13.4,13.4,1,33.42,4,lxidpiddsbxsbosboudacockeimpuepw,13.85,Stayed
6999,13911,0,0,2010-12-02,2016-12-02,2015-11-01,2015-12-03,72,377.97,0,0.0,18.02,0.14346,0.0,46.30537836,No,0.0,23.7,23.7,1,31.91,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,12.0,Stayed
7000,15477,0,0,2008-12-16,2016-12-31,2008-12-16,2016-01-01,96,0.0,0,0.0,153.36,0.092453,0.086393,59.17346796,No,0.0,0.0,0.0,1,0.0,7,ldkssxwpmemidmecebumciepifcamkci,12.71,Stayed
7001,13838,0,561,2009-12-17,2016-12-17,2009-12-17,2015-12-21,84,25.36,51,0.0,131.67,0.11523699999999999,0.100123,41.27136420000001,No,3.75,49.4,49.4,1,3.57,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,26.4,Stayed
7002,9181,44260,0,2011-12-06,2016-12-06,2015-11-01,2015-12-07,60,1379.06,0,0.0,16.19,0.14346,0.0,45.30837756,Yes,0.0,15.44,15.44,2,114.55,4,lxidpiddsbxsbosboudacockeimpuepw,13.5,Churned
7003,25234,0,2367,2009-08-20,2016-08-20,2009-08-20,2015-08-21,84,2533.79,2367,0.0,144.76,0.115174,0.098837,40.606701,No,232.03,18.12,18.12,1,281.61,6,lxidpiddsbxsbosboudacockeimpuepw,29.0,Stayed
7004,93470,17415,7851,2010-06-24,2016-06-24,2010-06-24,2015-06-26,72,9435.49,7851,0.0,142.2,0.114481,0.098142,40.606701,Yes,772.25,17.44,17.44,2,990.87,6,ldkssxwpmemidmecebumciepifcamkci,30.0,Stayed
7005,2416,0,428,2011-06-17,2016-06-17,2011-06-17,2015-06-23,60,290.56,331,0.0,16.86,0.144902,0.0,44.31137796,No,48.42,21.52,21.52,1,27.59,5,lxidpiddsbxsbosboudacockeimpuepw,13.2,Churned
7006,13072,0,1103,2009-11-27,2016-11-27,2009-11-27,2015-11-29,84,1463.42,1103,0.0,132.57,0.11523699999999999,0.100123,40.606701,No,118.75,6.21,6.21,1,151.88,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,19.8,Stayed
7007,35870,0,0,2011-09-01,2017-01-23,2015-12-17,2016-01-24,64,4729.44,0,28.0,55.31,0.14563299999999998,0.125362,41.2718682,No,0.0,72.72,72.72,1,388.55,4,lxidpiddsbxsbosboudacockeimpuepw,20.785,Stayed
7008,2841,0,185,2012-08-15,2016-09-02,2015-07-11,2015-09-03,49,165.31,185,0.0,15.91,0.141434,0.0,44.31137796,No,26.51,12.82,12.82,1,13.88,3,lxidpiddsbxsbosboudacockeimpuepw,13.2,Stayed
7009,2519,0,457,2009-05-06,2016-05-06,2009-05-06,2015-05-11,84,375.25,457,0.0,18.41,0.144902,0.0,44.31137796,No,67.01,24.42,24.42,1,35.16,7,ldkssxwpmemidmecebumciepifcamkci,13.2,Stayed
7010,2500,0,332,2010-02-04,2016-02-16,2010-02-04,2015-02-19,72,256.02,332,0.0,114.84,0.120372,0.103487,40.606701,No,33.13,43.08,43.08,1,31.57,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,17.25,Stayed
7011,6303,0,437,2012-04-11,2016-04-11,2012-04-11,2015-04-12,48,168.94,151,0.0,20.18,0.14669400000000002,0.0,44.31137796,No,22.37,28.6,28.6,1,16.26,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,Stayed
7012,38888,0,3330,2012-01-06,2017-01-06,2012-01-06,2016-01-07,60,1191.39,1135,0.0,130.31,0.120372,0.103487,40.606701,No,114.51,43.92,43.92,1,140.99,4,lxidpiddsbxsbosboudacockeimpuepw,22.0,Stayed
7013,2800,1316,338,2012-08-29,2016-08-29,2013-11-12,2015-08-30,48,303.4,338,0.0,130.71,0.11690999999999999,0.10057200000000001,40.606701,Yes,35.33,16.86,16.86,2,38.44,3,lxidpiddsbxsbosboudacockeimpuepw,15.001,Stayed
7014,1028195,0,120753,2011-02-01,2016-02-01,2011-02-01,2015-02-02,60,187.24,0,0.0,253.15,0.1169,0.10001499999999999,40.606701,No,0.0,39.84,39.84,1,30.38,5,lxidpiddsbxsbosboudacockeimpuepw,15.935,Churned
7015,9311,0,0,2012-08-13,2016-09-19,2013-09-19,2015-09-20,49,1381.41,0,0.0,4.38,0.14463099999999998,0.0,44.31137796,No,0.0,12.82,12.82,1,118.86,3,ldkssxwpmemidmecebumciepifcamkci,13.2,Stayed
7016,75311,0,3870,2012-07-05,2016-07-05,2015-05-23,2015-07-09,48,2032.18,0,0.0,18.52,0.142822,0.0,44.31137796,No,0.0,13.24,13.24,1,171.67,4,lxidpiddsbxsbosboudacockeimpuepw,10.5,Stayed
7017,3042,0,0,2012-07-12,2016-07-12,2012-07-12,2015-07-14,48,454.33,0,0.0,15.65,0.14571099999999998,0.0,44.31137796,No,0.0,14.64,14.64,1,38.94,4,ldkssxwpmemidmecebumciepifcamkci,10.392000000000001,Stayed
7018,2940360,155531,269980,2012-05-16,2016-05-16,2012-05-16,2015-05-18,48,1568.88,0,0.0,16.07,0.161165,0.083909,44.31137796,Yes,0.0,22.95,22.95,2,116.51,4,ldkssxwpmemidmecebumciepifcamkci,13.856,Stayed
7019,3112,0,0,2011-08-29,2016-08-29,2011-08-29,2015-08-30,60,466.7,0,0.0,0.0,0.14571099999999998,0.0,44.31137796,No,0.0,14.88,14.88,1,46.3,4,lxidpiddsbxsbosboudacockeimpuepw,12.5,Stayed
7020,5943,0,1380,2009-10-01,2016-10-01,2015-08-26,2015-10-02,84,874.14,1380,0.0,16.34,0.141434,0.0,44.31137796,No,197.5,8.56000000000001,8.56000000000001,1,72.02,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,11.4,Stayed
